message,subject,complaint_text,intent,category
Team work apriciable well done Shopzilla,,Team work apriciable well done Shopzilla,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Very best customer support,,Very best customer support,Delayed,DELIVERY_SHIPPING_PROBLEM
"Still there is no solution to my problem, TV has stopped since three days, send it to technical staff.",,"Still there is no solution to my problem, TV has stopped since three days, send it to technical staff.",Installation/demo,PRODUCT_ISSUE
Arun Sir Did His Best To Help Me Out. Feels Good To Know That There Are People So Generous And Helpful Like Him In Today's World.   Always Keep People Like Him To Work For Them And Make Them As Well As The Brand Achieve Heights.,,Arun Sir Did His Best To Help Me Out. Feels Good To Know That There Are People So Generous And Helpful Like Him In Today's World. Always Keep People Like Him To Work For Them And Make Them As Well As The Brand Achieve Heights.,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Thankuuuu Dear manaav,,Thankuuuu Dear manaav,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very good response,,Very good response,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,UnProfessional Behaviour,SERVICE_QUALITY
Good customer support,,Good customer support,Fraudulent User,SECURITY_CONCERN
Refund,,Refund,Online Payment Issues,PAYMENT_TRANSACTION_ISSUE
Good service.,,Good service.,Return request,REFUND_REQUEST
Customer support,,Customer support,Service Centres Related,SERVICE_QUALITY
My products defact,,My products defact,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
It is not respons customer service,,It is not respons customer service,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
good,,good,Wrong,PRODUCT_ISSUE
thoda bahut,,thoda bahut,Exchange / Replacement,PRODUCT_ISSUE
Good ??,,Good ??,Product Specific Information,PRODUCT_ISSUE
Thanks support customer,,Thanks support customer,Wallet related,PAYMENT_TRANSACTION_ISSUE
Savatm,,Savatm,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
It's okay,,It's okay,Payment related Queries,PAYMENT_TRANSACTION_ISSUE
Excellent experience,,Excellent experience,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Ok,,Ok,Fraudulent User,SECURITY_CONCERN
karo Bahut galti  e hai.,,karo Bahut galti e hai.,Return request,REFUND_REQUEST
Shopzilla ??,,Shopzilla ??,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Fraudulent User,SECURITY_CONCERN
5 star,,5 star,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Thanks Shopzilla,,Thanks Shopzilla,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Yes I am good,,Yes I am good,Fraudulent User,SECURITY_CONCERN
Beautyful voice,,Beautyful voice,UnProfessional Behaviour,SERVICE_QUALITY
Good,,Good,Return request,REFUND_REQUEST
Yes,,Yes,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Best,,Best,UnProfessional Behaviour,SERVICE_QUALITY
She was a good in communication,,She was a good in communication,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Thanks,,Thanks,Not Needed,REFUND_REQUEST
Your service not good,,Your service not good,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Call me,,Call me,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Thank youh so much ??,,Thank youh so much ??,Priority delivery,DELIVERY_SHIPPING_PROBLEM
good,,good,Fraudulent User,SECURITY_CONCERN
Good,,Good,Service Centres Related,SERVICE_QUALITY
If you don't have right product then you should not send any other similar product to the customer. Now Its is happening frequently. Please correct it as soon as possible.,,If you don't have right product then you should not send any other similar product to the customer. Now Its is happening frequently. Please correct it as soon as possible.,Product Specific Information,PRODUCT_ISSUE
Mast,,Mast,Exchange / Replacement,PRODUCT_ISSUE
How can you close automatically my request and why you provide third party instalation on aur conditioner,,How can you close automatically my request and why you provide third party instalation on aur conditioner,Service Centres Related,SERVICE_QUALITY
Awesome,,Awesome,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
", The guy was amazing. Excellent communication skills. Very much fast query solving person. Much more appreciated with that  . Thanks for solving my issue.",,", The guy was amazing. Excellent communication skills. Very much fast query solving person. Much more appreciated with that . Thanks for solving my issue.",Return request,REFUND_REQUEST
good,,good,Fraudulent User,SECURITY_CONCERN
5,,5,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Delayed,DELIVERY_SHIPPING_PROBLEM
Awesome ??,,Awesome ??,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good mem,,Good mem,Refund Enquiry,REFUND_REQUEST
No,,No,Installation/demo,PRODUCT_ISSUE
gud,,gud,Return request,REFUND_REQUEST
Ajit,,Ajit,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
My,,My,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Thank you?,,Thank you?,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
???,,???,Fraudulent User,SECURITY_CONCERN
I am glade to support you,,I am glade to support you,Wrong,PRODUCT_ISSUE
My issue is not solved,,My issue is not solved,Installation/demo,PRODUCT_ISSUE
"The conversation was literally good...but the ?? mic was used by consultant wasn't in good condition so, the audio was very bold and unclear. Try to improve your audio quality.",,"The conversation was literally good...but the ?? mic was used by consultant wasn't in good condition so, the audio was very bold and unclear. Try to improve your audio quality.",Priority delivery,DELIVERY_SHIPPING_PROBLEM
good,,good,Refund Related Issues,REFUND_REQUEST
who will support to customers ?,,who will support to customers ?,Installation/demo,PRODUCT_ISSUE
Thanks for Shopzilla,,Thanks for Shopzilla,Product Specific Information,PRODUCT_ISSUE
Thik,,Thik,Return request,REFUND_REQUEST
I don\u2019t have any issue.,,I don\u2019t have any issue.,Fraudulent User,SECURITY_CONCERN
Fully Resolved,,Fully Resolved,Installation/demo,PRODUCT_ISSUE
Yes,,Yes,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Shopzila Premium Related,SUBSCRIPTION_ISSUE
You are ginesys guy,,You are ginesys guy,Not Needed,REFUND_REQUEST
Helping guy and talked to resolving issue,,Helping guy and talked to resolving issue,Service Centres Related,SERVICE_QUALITY
I am very very happy,,I am very very happy,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Remove fake sellers from Shopzilla,,Remove fake sellers from Shopzilla,Return request,REFUND_REQUEST
Good,,Good,UnProfessional Behaviour,SERVICE_QUALITY
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good service and great job to be a good person,,Good service and great job to be a good person,General Enquiry,OTHER
helped me in solving my issues,,helped me in solving my issues,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Shopzilla Logistics Services Very Poor. Please Delivered My Order Today,,Shopzilla Logistics Services Very Poor. Please Delivered My Order Today,Delayed,DELIVERY_SHIPPING_PROBLEM
Thanks,,Thanks,Wrong,PRODUCT_ISSUE
I'm so happy,,I'm so happy,Missing,PRODUCT_ISSUE
Very nice,,Very nice,Wrong,PRODUCT_ISSUE
Thank,,Thank,Return request,REFUND_REQUEST
Great,,Great,Damaged,PRODUCT_ISSUE
Very very,,Very very,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
return reason option should be simple and easy to understand the customer.need to impoove.,,return reason option should be simple and easy to understand the customer.need to impoove.,Return request,REFUND_REQUEST
Very nice,,Very nice,Return request,REFUND_REQUEST
Plz provide proper customer care no.,,Plz provide proper customer care no.,Fraudulent User,SECURITY_CONCERN
Gud nice person. Speaking skills is awesome of this lady.,,Gud nice person. Speaking skills is awesome of this lady.,Signup Issues,ACCOUNT_LOGIN_PROBLEM
Good representative,,Good representative,Wrong,PRODUCT_ISSUE
I did not received my invoice of last order,,I did not received my invoice of last order,Invoice request,BILLING_PROBLEM
Excellent ??,,Excellent ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
I am very happy,,I am very happy,Delayed,DELIVERY_SHIPPING_PROBLEM
Thanks,,Thanks,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Return request,REFUND_REQUEST
4,,4,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Please allow partial cancellation on grocery orderAnd improve your packaging and delivery service and make it tamper proof,,Please allow partial cancellation on grocery orderAnd improve your packaging and delivery service and make it tamper proof,Product Specific Information,PRODUCT_ISSUE
make all products refundable,,make all products refundable,Return request,REFUND_REQUEST
"Good effort done from customer care executive...He isnvery good communication and humble in nature, tried his best to resolve my issue.Shopzilla should enhance to croos check the delivery product, so that customer can get exact product, as ordered.",,"Good effort done from customer care executive...He isnvery good communication and humble in nature, tried his best to resolve my issue.Shopzilla should enhance to croos check the delivery product, so that customer can get exact product, as ordered.",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good work no problem,,Good work no problem,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Refund Related Issues,REFUND_REQUEST
Thankxxx,,Thankxxx,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Fraudulent User,SECURITY_CONCERN
Nice costumer care,,Nice costumer care,Return request,REFUND_REQUEST
Always provides wrong information. No proper resolution.,,Always provides wrong information. No proper resolution.,Order Verification,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Okk,,Okk,Installation/demo,PRODUCT_ISSUE
Please make your payment policies more flexible and allow online payment as part payment along with cash on delivery.,,Please make your payment policies more flexible and allow online payment as part payment along with cash on delivery.,Product Specific Information,PRODUCT_ISSUE
Good,,Good,Wrong,PRODUCT_ISSUE
Nice way to approach,,Nice way to approach,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very nice,,Very nice,Priority delivery,DELIVERY_SHIPPING_PROBLEM
Take Product information in detail,,Take Product information in detail,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Easy coustomer support,,Easy coustomer support,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Very Very Very Very bad ??,,Very Very Very Very bad ??,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
My order is not a good... Galat product aaya hai,,My order is not a good... Galat product aaya hai,Refund Related Issues,REFUND_REQUEST
Good information ??,,Good information ??,Delayed,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Shopzilla Rewards,PAYMENT_TRANSACTION_ISSUE
12345,,12345,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Product Specific Information,PRODUCT_ISSUE
Nyc job,,Nyc job,Return request,REFUND_REQUEST
"Ashutosh really helped me out regarding my issue took very less time to resolve the matter ... Whereas other executives were not able to help me out and used to hang up the call on my face , I am really grateful to be directed to Ashutosh, he's very effective and helpful... Kudos to him , We need more executives like him .",,"Ashutosh really helped me out regarding my issue took very less time to resolve the matter ... Whereas other executives were not able to help me out and used to hang up the call on my face , I am really grateful to be directed to Ashutosh, he's very effective and helpful... Kudos to him , We need more executives like him .",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Good,,Good,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Just ok,,Just ok,Issues with Shopzilla App,TECHNICAL_PROBLEM
Good,,Good,Life Insurance,SUBSCRIPTION_ISSUE
the consultant was very mple nd nice while talking,,the consultant was very mple nd nice while talking,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Taking too long.....and yet it's not resolved ??,,Taking too long.....and yet it's not resolved ??,Signup Issues,ACCOUNT_LOGIN_PROBLEM
Nice executive,,Nice executive,Return request,REFUND_REQUEST
Thank you so much for Shopzilla costomer service,,Thank you so much for Shopzilla costomer service,Invoice request,BILLING_PROBLEM
Good,,Good,Delayed,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Missing,PRODUCT_ISSUE
Complete resolution,,Complete resolution,Installation/demo,PRODUCT_ISSUE
Can not My Shopzilla pay later issues .,,Can not My Shopzilla pay later issues .,Payment related Queries,PAYMENT_TRANSACTION_ISSUE
Chat boat new system very difficult. Plz arrange your old call syestem .,,Chat boat new system very difficult. Plz arrange your old call syestem .,General Enquiry,OTHER
Try to help out  genuine customers to get the best delivery and return services,,Try to help out genuine customers to get the best delivery and return services,Fraudulent User,SECURITY_CONCERN
Bhut bad hai,,Bhut bad hai,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
Nice,,Nice,Fraudulent User,SECURITY_CONCERN
My warranty not claim please help me,,My warranty not claim please help me,Product Specific Information,PRODUCT_ISSUE
Thankyou,,Thankyou,Installation/demo,PRODUCT_ISSUE
Helped a lot,,Helped a lot,Seller Cancelled Order,DELIVERY_SHIPPING_PROBLEM
Be careful about customer's orders,,Be careful about customer's orders,Unable to track,DELIVERY_SHIPPING_PROBLEM
"In case the address of shipment pickup is different from shipment delivery, you must show it on your application.",,"In case the address of shipment pickup is different from shipment delivery, you must show it on your application.",Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
Waiting time reduce,,Waiting time reduce,Order status enquiry,DELIVERY_SHIPPING_PROBLEM
bandh kr do please isse kisi ka tyohar nhi bigdega .jinka he ye Shopzilla usko bolo ghar bethe,,bandh kr do please isse kisi ka tyohar nhi bigdega .jinka he ye Shopzilla usko bolo ghar bethe,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
5,,5,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
?????? ?? ??????? ????? ???? ???? ????,,?????? ?? ??????? ????? ???? ???? ????,Reverse Pickup Enquiry,DELIVERY_SHIPPING_PROBLEM
"This was really very worst experience with delivery person when they have asked to pay  . 1000 but not provided amount receipt nor revised invoice copy. Moreover after complain to Shopzilla Application this is frustrating to receive repeated mail to provide Payment screenshot as evidence. After 20 times complain and conversation with Shopzilla Executive, I received a   worth Rs. 1000 but it's not satisfactory action while that cheater should be punished with strict action because they have breach the trust of Customer and Shopzilla. I suggest Shopzilla to avoid cash Transaction by delivery person.",,"This was really very worst experience with delivery person when they have asked to pay . 1000 but not provided amount receipt nor revised invoice copy. Moreover after complain to Shopzilla Application this is frustrating to receive repeated mail to provide Payment screenshot as evidence. After 20 times complain and conversation with Shopzilla Executive, I received a worth Rs. 1000 but it's not satisfactory action while that cheater should be punished with strict action because they have breach the trust of Customer and Shopzilla. I suggest Shopzilla to avoid cash Transaction by delivery person.",UnProfessional Behaviour,SERVICE_QUALITY
